TAireMax;TAireMin;TempeAire;Humedad;MinHumed;MaxHumed;Rasolwm;Precipita;VelViMax;VelViento;Severidadhoja2;Severidadhoja3;Severidadhoja4;EstadoEvolucion
32.85;22.16;26.33;92.2;63.27;100;350;311.9;6.45;1.08;1360;2360;2400;5244.05
31.29;21.98;25.38;95.44;68.97;100;224;195.7;5.2;0.37;1520;2320;2380;5808.8
32;20.78;25.79;93.57;61.24;100;277;139.3;6.2;0.86;1660;2480;2400;5875.61
32.24;22.91;25.02;97.16;70.94;100;164;304.9;6.7;0.8;1240;2540;2400;6175.01
31.08;22.57;25.35;97.14;76.36;100;185;348.4;12.2;0.63;2000;2600;2400;5582.15
31.6;23.13;25.44;96.68;70.22;100;225;287.8;6.7;1.14;1660;2580;2400;4673.51
31.48;21.44;25.36;96.05;70.84;100;217;194.4;5.7;1;1940;2560;2400;5138.94
33.28;21.57;25.75;91.85;62.71;100;329;41.9;5.2;1.01;1840;2580;2400;4646.21
33.47;22.02;25.99;92.6;57.65;100;289;63.3;5.2;0.95;2080;2580;2400;4612.16
31.81;21.34;25.16;94.1;61.35;100;263;112;5.45;0.96;2280;2580;2400;5059.69
34.01;21.23;25.94;89.91;48.99;100;360;80.7;5.7;0.85;1520;2420;2400;4484.15
33.59;20.93;25.95;92.52;60.31;100;293;16.6;6.7;1.01;1440;2400;2400;4266.65
34.24;20.32;25.98;90.02;50.86;100;360;68.4;9.7;1.13;2080;2540;2400;4793.1
31.94;21.55;25.29;94.07;65.94;100;282;76.7;6.2;0.91;1960;2580;2380;3403.12
33.61;21.24;26.12;89.6;53.44;100;369;56.7;5.95;0.95;1820;2560;2400;3812.77
33.85;21.07;25.82;91.19;58.73;100;323;23.9;9.7;1.03;1680;2560;2400;3975.3
32.57;21.11;25.42;93.86;61.35;100;283;30;6.7;0.99;1920;2540;2400;4686.92
33.69;22.51;25.9;93.36;60.02;100;290;99.7;5.45;0.87;1460;2180;2400;5250.65
34.86;21.47;26.41;90.38;55.84;100;378;113.5;5.45;1.01;1100;2040;2400;5050.45
33.08;21.59;25.32;92.33;58.81;100;275;101;5.45;1.03;1160;1840;2400;5263.18
32.33;21.51;24.53;95.69;60.09;100;189;169.9;5.45;0.91;1580;2460;2400;5135.2
31.91;19.1;25.01;90.26;54.94;100;267;63;4.2;1.03;1300;2080;2400;5564.15
31.91;20.58;25.66;93.17;62.88;100;276;18.7;7.7;0.9;1400;2320;2400;5880.33
32.9;21.08;25.54;92.63;57.24;100;303;142.6;6.7;1.15;1120;2060;2400;5113.04
31.13;21.1;24.66;96.52;65.7;100;196;187.5;5.7;0.8;1300;2160;2400;4732.73
28.44;20.61;22.78;97.55;69.68;100;130;320.6;5.45;1.23;1440;2280;2400;4291.61
31.96;19.3;23.67;93.01;63.14;100;204;94.9;6.95;1.15;1500;2440;2400;4162.7
32.4;20.09;25.16;89.89;51.73;100;316;27.8;7.95;1.21;1240;2140;2400;4263.06
31.68;20.24;24.73;93.91;67.59;100;253;146.6;6.7;1.31;1600;2440;2400;3997.6
30.56;20.7;24.29;93.87;65.55;100;265;154.3;8.7;1.7;1820;2480;2400;5933.2
31.81;19.54;24.76;94.01;62.56;100;268;42;8.2;1.13;2200;2560;2400;3388.67
31.38;19.2;24.34;91.44;58.61;100;300;89.7;6.95;1.37;1400;2560;2400;3908.33
30.45;19.42;22.63;96.26;61.87;100;191;197.5;6.95;0.86;1600;2420;2400;3891.99
30.99;19.17;24.39;93.01;59.91;100;274;112.5;7.2;1.32;1540;2420;2400;4832.37
32.24;19.36;24;92.05;53.13;100;283;84.8;5.45;1.07;1480;2460;2400;4682.24
31.83;18.35;23.66;93.68;53.58;100;255;174.4;5.95;0.95;1300;2300;2340;4376.36
32.12;17.11;24.75;88.54;50.11;100;387;31.2;7.2;1.27;1500;2380;2400;4636.3
32.93;18.59;24.32;88.46;53.12;100;393;75.4;6.95;1.54;1620;2420;2280;4712.77
31.64;20.02;24.67;92.25;51.02;100;323;38;7.2;1.58;1340;2480;2400;4361.86
31.78;18.54;24.64;86.37;50.63;100;386;18.6;5.95;1.35;1480;2500;2400;4699.54
32.91;19.47;25.58;83.73;51.98;100;453;0.6;6.45;1.3;1480;2240;2400;4777.67
32.38;19.44;24.99;87.27;50.43;100;389;20.2;6.95;1.32;1360;2160;2340;5074.55
31.64;19.96;25.29;89.11;58.46;100;378;25.1;6.7;1.5;1160;2380;2400;4884.95
32.36;22.19;25.67;93.09;62.12;100;286;115.1;5.7;0.83;920;1900;2400;4830.32
33.62;20.61;26.37;89.83;61.06;100;394;36.2;7.45;1.14;940;1060;2060;4306.46
34.04;21.65;26.84;90.32;56.91;100;354;48.8;5.95;0.91;1260;1700;2020;5466.46
33.5;21.65;26.02;92.12;60.14;100;311;97.5;5.45;0.92;1740;2520;2340;6115.72
30.16;21.74;25.24;98.01;81.1;100;151;250.1;6.45;0.69;1440;2500;2400;5893.06
31.5;21.01;25.36;95.38;67.09;100;253;213.1;8.45;0.73;1340;2440;2400;6300.43
32.95;18.62;25.22;92.92;53.99;100;267;268.3;4.95;0.8;1720;2600;2400;5846.55
34.22;22.59;26.59;92.02;57.41;100;316;116;4.95;0.89;1840;2460;2400;6378.76
32.82;20.91;25.95;92.72;64.6;100;310;91;4.7;0.74;2020;2580;2400;6447.73
33.44;23.72;26.47;96;64.35;100;234;175.4;6.45;0.98;1360;2520;2400;6339
32.7;23.18;25.81;97.39;70.63;100;181;301.3;6.45;1.08;1480;2420;2400;6178.72
32.86;22.77;26.31;94.33;68.26;100;285;105.4;6.2;1.37;1600;2440;2400;5957.48
31.51;22.08;25.45;95.63;69.56;100;245;268.2;7.2;0.98;1440;2320;2400;4985.41
31.91;22.33;25.83;93.66;67.28;100;270;137.6;5.45;0.9;1420;2500;2400;5747.93
32.61;19.25;25.61;93.27;53.44;100;262;62.4;5.45;0.96;1480;2460;2400;5531.93
33.08;21.14;25.72;93.8;52.28;100;271;86.8;6.95;1.02;1520;2600;2400;5701.93
32.03;22.75;25.77;96.93;70.64;100;216;248.9;5.95;1.08;1920;2580;2400;5720.6
33.46;21.87;25.87;93.27;54.12;100;283;95.1;6.2;0.99;1480;2460;2400;5599.33
32.06;21.65;25.63;96.22;69.09;100;225;86.9;5.95;0.89;1820;2560;2400;5089.4
33.61;20.74;26.48;89.75;57.48;100;356;28.3;7.2;1.11;1840;2380;2400;5276.14
33.92;20.49;25.92;92.17;63.5;100;295;83.1;9.45;1.01;1600;2420;2400;5592.18
32.59;21.45;25.51;94.14;63.52;100;219;83.6;7.7;0.86;1560;2500;2400;5619.67
34.15;21.75;26.42;92.2;59.24;100;296;28.6;8.2;0.88;1280;2340;2400;5688.66
34.28;21.87;26.17;91.2;62.74;100;299;92.9;4.95;0.92;1200;1940;2380;5655.25
34.08;21.04;26.59;89.98;60.66;100;376;76.8;6.45;0.99;1360;2200;2400;6101.97
33.68;21.22;26.48;92.22;56.09;100;302;31.1;4.45;0.77;1320;2340;2400;6116.58
33.66;22.01;26.1;93.23;61.36;100;299;69.3;5.7;0.71;1400;2500;2400;5873.17
34.99;22.54;26.76;91.31;54.32;100;334;59.9;4.95;0.92;1420;2380;2400;6237.49
34.26;21.36;26.41;89.3;57.95;100;372;3.3;5.7;0.91;1560;2520;2400;6209.51
34.15;21.55;26.56;89.42;57.16;100;379;48.3;6.7;0.94;1180;2400;2400;5559.88
34.41;21.07;26.29;91.9;56.06;100;319;62.8;4.7;0.95;1240;2060;2400;5883.27
